time_point,hour,Temp,Phage,order,Biol rep,Batch,OD
T0,0,40,PEV2_LUZ19,4,1,3,0.017836667
T0,0,40,PEV2_14-1,5,1,3,0.017836667
T0,0,40,LUZ19_14-1,6,1,3,0.017836667
T0,0,40,3-phage_cocktail,7,1,3,0.017836667
T0,0,40,No_phage,8,1,3,0.017836667
T0,0,42,PEV2,1,1,3,0.01929
T0,0,42,LUZ19,2,1,3,0.01929
T0,0,42,14_1,3,1,3,0.01929
T0,0,42,PEV2_LUZ19,4,1,3,0.01929
T0,0,42,PEV2_14-1,5,1,3,0.01929
T0,0,42,LUZ19_14-1,6,1,3,0.01929
T0,0,42,3-phage_cocktail,7,1,3,0.01929
T0,0,42,No_phage,8,1,3,0.01929
T1,1,37,PEV2,1,5,3,0.032
T1,1,37,PEV2,1,6,3,0.033666667
T1,1,37,LUZ19,2,5,3,0.026333333
T1,1,37,LUZ19,2,6,3,0.027666667
T1,1,37,14_1,3,5,3,0.030333333
T1,1,37,14_1,3,6,3,0.030333333
T1,1,37,PEV2_LUZ19,4,5,3,0.026666667
T1,1,37,PEV2_LUZ19,4,6,3,0.028333333
T1,1,37,PEV2_14-1,5,5,3,0.032
T1,1,37,PEV2_14-1,5,6,3,0.032666667
T1,1,37,LUZ19_14-1,6,5,3,0.027333333
T1,1,37,LUZ19_14-1,6,6,3,0.03
T1,1,37,3-phage_cocktail,7,5,3,0.027333333
T1,1,37,3-phage_cocktail,7,6,3,0.028333333
T1,1,37,No_phage,8,5,3,0.027
T1,1,37,No_phage,8,6,3,0.028666667
T1,1,40,PEV2,1,5,3,0.036
T1,1,40,PEV2,1,6,3,0.039666667
T1,1,40,LUZ19,2,5,3,0.023
T1,1,40,LUZ19,2,6,3,0.035
T1,1,40,14_1,3,5,3,0.032333333
T1,1,40,14_1,3,6,3,0.035333333
T1,1,40,PEV2_LUZ19,4,5,3,0.032333333
T1,1,40,PEV2_LUZ19,4,6,3,0.029333333
T1,1,40,PEV2_14-1,5,5,3,0.035
T1,1,40,PEV2_14-1,5,6,3,0.036
T1,1,40,LUZ19_14-1,6,5,3,0.032666667
T1,1,40,LUZ19_14-1,6,6,3,0.030333333
T1,1,40,3-phage_cocktail,7,5,3,0.031666667
T1,1,40,3-phage_cocktail,7,6,3,0.028666667
T1,1,40,No_phage,8,5,3,0.03
T1,1,40,No_phage,8,6,3,0.037333333
T1,1,42,PEV2,1,5,3,0.035
T1,1,42,PEV2,1,6,3,0.037
T1,1,42,LUZ19,2,5,3,0.034333333
T1,1,42,LUZ19,2,6,3,0.039
T1,1,42,14_1,3,5,3,0.032333333
T1,1,42,14_1,3,6,3,0.034
T1,1,42,PEV2_LUZ19,4,5,3,0.033333333
T1,1,42,PEV2_LUZ19,4,6,3,0.034333333
T1,1,42,PEV2_14-1,5,5,3,0.035
T1,1,42,PEV2_14-1,5,6,3,0.037333333
T1,1,42,LUZ19_14-1,6,5,3,0.035333333
T1,1,42,LUZ19_14-1,6,6,3,0.036666667
T1,1,42,3-phage_cocktail,7,5,3,0.034333333
T1,1,42,3-phage_cocktail,7,6,3,0.035666667
T1,1,42,No_phage,8,5,3,0.027666667
T1,1,42,No_phage,8,6,3,0.037333333
T2,2,37,PEV2,1,5,3,0.031333333
T2,2,37,PEV2,1,6,3,0.028333333
T2,2,37,LUZ19,2,5,3,0.028666667
T2,2,37,LUZ19,2,6,3,0.030666667
T2,2,37,14_1,3,5,3,0.034666667
T2,2,37,14_1,3,6,3,0.041
T2,2,37,PEV2_LUZ19,4,5,3,0.030666667
T2,2,37,PEV2_LUZ19,4,6,3,0.031
T2,2,37,PEV2_14-1,5,5,3,0.034666667
T2,2,37,PEV2_14-1,5,6,3,0.032666667
T2,2,37,LUZ19_14-1,6,5,3,0.035666667
T2,2,37,LUZ19_14-1,6,6,3,0.035
T2,2,37,3-phage_cocktail,7,5,3,0.029666667
T2,2,37,3-phage_cocktail,7,6,3,0.029
T2,2,37,No_phage,8,5,3,0.046
T2,2,37,No_phage,8,6,3,0.047666667
T2,2,40,PEV2,1,5,3,0.050333333
T2,2,40,PEV2,1,6,3,0.044
T2,2,40,LUZ19,2,5,3,0.039
T2,2,40,LUZ19,2,6,3,0.036666667
T2,2,40,14_1,3,5,3,0.043
T2,2,40,14_1,3,6,3,0.049666667
T2,2,40,PEV2_LUZ19,4,5,3,0.038666667
T2,2,40,PEV2_LUZ19,4,6,3,0.038666667
T2,2,40,PEV2_14-1,5,5,3,0.045333333
T2,2,40,PEV2_14-1,5,6,3,0.045
T2,2,40,LUZ19_14-1,6,5,3,0.033666667
T2,2,40,LUZ19_14-1,6,6,3,0.033666667
T2,2,40,3-phage_cocktail,7,5,3,0.037
T2,2,40,3-phage_cocktail,7,6,3,0.032333333
T2,2,40,No_phage,8,5,3,0.053666667
T2,2,40,No_phage,8,6,3,0.051
T2,2,42,PEV2,1,5,3,0.055333333
T2,2,42,PEV2,1,6,3,0.046666667
T2,2,42,LUZ19,2,5,3,0.040666667
T2,2,42,LUZ19,2,6,3,0.041333333
T2,2,42,14_1,3,5,3,0.050666667
T2,2,42,14_1,3,6,3,0.049
T2,2,42,PEV2_LUZ19,4,5,3,0.042333333
T2,2,42,PEV2_LUZ19,4,6,3,0.041666667
T2,2,42,PEV2_14-1,5,5,3,0.054
T2,2,42,PEV2_14-1,5,6,3,0.049333333
T2,2,42,LUZ19_14-1,6,5,3,0.042333333
T2,2,42,LUZ19_14-1,6,6,3,0.042666667
T2,2,42,3-phage_cocktail,7,5,3,0.04
T2,2,42,3-phage_cocktail,7,6,3,0.04
T2,2,42,No_phage,8,5,3,0.056333333
T2,2,42,No_phage,8,6,3,0.058333333
T3,3,37,PEV2,1,5,3,0.036333333
T3,3,37,PEV2,1,6,3,0.027666667
T3,3,37,LUZ19,2,5,3,0.031666667
T3,3,37,LUZ19,2,6,3,0.036333333
T3,3,37,14_1,3,5,3,0.054666667
T3,3,37,14_1,3,6,3,0.057333333
T3,3,37,PEV2_LUZ19,4,5,3,0.028
T3,3,37,PEV2_LUZ19,4,6,3,0.028333333
T3,3,37,PEV2_14-1,5,5,3,0.037666667
T3,3,37,PEV2_14-1,5,6,3,0.035
T3,3,37,LUZ19_14-1,6,5,3,0.034666667
T3,3,37,LUZ19_14-1,6,6,3,0.024333333
T3,3,37,3-phage_cocktail,7,5,3,0.018333333
T3,3,37,3-phage_cocktail,7,6,3,0.020333333
T3,3,37,No_phage,8,5,3,0.106
T3,3,37,No_phage,8,6,3,0.106
T3,3,40,PEV2,1,5,3,0.051666667
T3,3,40,PEV2,1,6,3,0.048666667
T3,3,40,LUZ19,2,5,3,0.032333333
T3,3,40,LUZ19,2,6,3,0.034666667
T3,3,40,14_1,3,5,3,0.052333333
T3,3,40,14_1,3,6,3,0.043666667
T3,3,40,PEV2_LUZ19,4,5,3,0.024666667
T3,3,40,PEV2_LUZ19,4,6,3,0.018
T3,3,40,PEV2_14-1,5,5,3,0.046
T3,3,40,PEV2_14-1,5,6,3,0.041
T3,3,40,LUZ19_14-1,6,5,3,0.024
T3,3,40,LUZ19_14-1,6,6,3,0.012666667
T3,3,40,3-phage_cocktail,7,5,3,0.015333333
T3,3,40,3-phage_cocktail,7,6,3,0.015666667
T3,3,40,No_phage,8,5,3,0.1
T3,3,40,No_phage,8,6,3,0.104666667
T3,3,42,PEV2,1,5,3,0.083666667
T3,3,42,PEV2,1,6,3,0.080666667
T3,3,42,LUZ19,2,5,3,0.026333333
T3,3,42,LUZ19,2,6,3,0.023666667
T3,3,42,14_1,3,5,3,0.070333333
T3,3,42,14_1,3,6,3,0.075666667
T3,3,42,PEV2_LUZ19,4,5,3,0.023666667
T3,3,42,PEV2_LUZ19,4,6,3,0.027666667
T3,3,42,PEV2_14-1,5,5,3,0.089
T3,3,42,PEV2_14-1,5,6,3,0.084666667
T3,3,42,LUZ19_14-1,6,5,3,0.024666667
T3,3,42,LUZ19_14-1,6,6,3,0.023
T3,3,42,3-phage_cocktail,7,5,3,0.018333333
T3,3,42,3-phage_cocktail,7,6,3,0.019
T3,3,42,No_phage,8,5,3,0.092
T3,3,42,No_phage,8,6,3,0.094666667
T4,4,37,PEV2,1,5,3,0.028
T4,4,37,PEV2,1,6,3,0.024
T4,4,37,LUZ19,2,5,3,0.05
T4,4,37,LUZ19,2,6,3,0.052
T4,4,37,14_1,3,5,3,0.043666667
T4,4,37,14_1,3,6,3,0.059
T4,4,37,PEV2_LUZ19,4,5,3,0.024333333
T4,4,37,PEV2_LUZ19,4,6,3,0.02
T4,4,37,PEV2_14-1,5,5,3,0.031333333
T4,4,37,PEV2_14-1,5,6,3,0.026333333
T4,4,37,LUZ19_14-1,6,5,3,0.027666667
T4,4,37,LUZ19_14-1,6,6,3,0.018333333
T4,4,37,3-phage_cocktail,7,5,3,0.012
T4,4,37,3-phage_cocktail,7,6,3,0.008666667
T4,4,37,No_phage,8,5,3,0.182
T4,4,37,No_phage,8,6,3,0.139333333
T4,4,40,PEV2,1,5,3,0.029666667
T4,4,40,PEV2,1,6,3,0.027
T4,4,40,LUZ19,2,5,3,0.032333333
T4,4,40,LUZ19,2,6,3,0.012
T4,4,40,14_1,3,5,3,0.042
T4,4,40,14_1,3,6,3,0.044
T4,4,40,PEV2_LUZ19,4,5,3,0.017666667
T4,4,40,PEV2_LUZ19,4,6,3,0.019
T4,4,40,PEV2_14-1,5,5,3,0.031333333
T4,4,40,PEV2_14-1,5,6,3,0.028666667
T4,4,40,LUZ19_14-1,6,5,3,0.024333333
T4,4,40,LUZ19_14-1,6,6,3,0.004
T4,4,40,3-phage_cocktail,7,5,3,0.006
T4,4,40,3-phage_cocktail,7,6,3,0.007666667
T4,4,40,No_phage,8,5,3,0.16
T4,4,40,No_phage,8,6,3,0.152666667
T4,4,42,PEV2,1,5,3,0.141333333
T4,4,42,PEV2,1,6,3,0.134333333
T4,4,42,LUZ19,2,5,3,0.014
T4,4,42,LUZ19,2,6,3,0.009
T4,4,42,14_1,3,5,3,0.137666667
T4,4,42,14_1,3,6,3,0.133333333
T4,4,42,PEV2_LUZ19,4,5,3,0.012
T4,4,42,PEV2_LUZ19,4,6,3,0.010666667
T4,4,42,PEV2_14-1,5,5,3,0.154333333
T4,4,42,PEV2_14-1,5,6,3,0.139333333
T4,4,42,LUZ19_14-1,6,5,3,0.008
T4,4,42,LUZ19_14-1,6,6,3,0.006666667
T4,4,42,3-phage_cocktail,7,5,3,0.007
T4,4,42,3-phage_cocktail,7,6,3,0.006666667
T4,4,42,No_phage,8,5,3,0.144333333
T4,4,42,No_phage,8,6,3,0.141333333
T5,5,37,PEV2,1,5,3,0.028333333
T5,5,37,PEV2,1,6,3,0.023
T5,5,37,LUZ19,2,5,3,0.045666667
T5,5,37,LUZ19,2,6,3,0.049666667
T5,5,37,14_1,3,5,3,0.055666667
T5,5,37,14_1,3,6,3,0.052
T5,5,37,PEV2_LUZ19,4,5,3,0.011333333
T5,5,37,PEV2_LUZ19,4,6,3,0.011
T5,5,37,PEV2_14-1,5,5,3,0.02
T5,5,37,PEV2_14-1,5,6,3,0.022333333
T5,5,37,LUZ19_14-1,6,5,3,0.017666667
T5,5,37,LUZ19_14-1,6,6,3,0.011
T5,5,37,3-phage_cocktail,7,5,3,0.005666667
T5,5,37,3-phage_cocktail,7,6,3,0.006333333
T5,5,37,No_phage,8,5,3,0.243
T5,5,37,No_phage,8,6,3,0.262333333
T5,5,40,PEV2,1,5,3,0.029333333
T5,5,40,PEV2,1,6,3,0.020333333
T5,5,40,LUZ19,2,5,3,0.013
T5,5,40,LUZ19,2,6,3,0.013
T5,5,40,14_1,3,5,3,0.040666667
T5,5,40,14_1,3,6,3,0.042
T5,5,40,PEV2_LUZ19,4,5,3,0.009666667
T5,5,40,PEV2_LUZ19,4,6,3,0.006
T5,5,40,PEV2_14-1,5,5,3,0.018666667
T5,5,40,PEV2_14-1,5,6,3,0.022666667
T5,5,40,LUZ19_14-1,6,5,3,0.004
T5,5,40,LUZ19_14-1,6,6,3,0.004
T5,5,40,3-phage_cocktail,7,5,3,0.006333333
T5,5,40,3-phage_cocktail,7,6,3,0.015333333
T5,5,40,No_phage,8,5,3,0.316666667
T5,5,40,No_phage,8,6,3,0.242666667
T5,5,42,PEV2,1,5,3,0.238
T5,5,42,PEV2,1,6,3,0.212
T5,5,42,LUZ19,2,5,3,0.008666667
T5,5,42,LUZ19,2,6,3,0.008
T5,5,42,14_1,3,5,3,0.217
T5,5,42,14_1,3,6,3,0.250666667
T5,5,42,PEV2_LUZ19,4,5,3,0.009666667
T5,5,42,PEV2_LUZ19,4,6,3,0.007
T5,5,42,PEV2_14-1,5,5,3,0.240333333
T5,5,42,PEV2_14-1,5,6,3,0.187666667
T5,5,42,LUZ19_14-1,6,5,3,0.006333333
T5,5,42,LUZ19_14-1,6,6,3,0.006333333
T5,5,42,3-phage_cocktail,7,5,3,0.004333333
T5,5,42,3-phage_cocktail,7,6,3,0.005
T5,5,42,No_phage,8,5,3,0.209333333
T5,5,42,No_phage,8,6,3,0.231333333
