Phage ,Treatment,Competitor,Temp,Time,Rep,Batch,DNA_conc,Fold_change_DNAconc_to_zero,Rel_DNA_to_singlephage,,,P,L,14
PEV2,P,No_competitor,37,3,1,1,9.858449651,192.437564,,,,,,
PEV2,P,No_competitor,37,3,2,1,13.30678255,259.7492414,,,,,,
PEV2,P,No_competitor,37,3,3,2,14.00812932,273.439575,,,,,,
PEV2,P,No_competitor,37,3,4,2,11.94040398,233.0774449,,,,,,
PEV2,P,No_competitor,37,3,5,3,10.38910881,202.7960645,,,,,,
PEV2,P,No_competitor,37,3,6,3,12.01147528,234.4647612,,,,,,
PEV2,P,No_competitor,40,3,1,1,9.666938319,188.6992506,,,,,,
PEV2,P,No_competitor,40,3,2,1,10.9684713,214.1052572,,,,,,
PEV2,P,No_competitor,40,3,3,2,10.7469178,209.7805187,,,,,,
PEV2,P,No_competitor,40,3,4,2,13.65522435,266.5508475,,,,,,
PEV2,P,No_competitor,40,3,5,3,14.08402426,274.921049,,,,,,
PEV2,P,No_competitor,40,3,6,3,11.94881031,233.241537,,,,,,
PEV2,P,No_competitor,42,3,1,1,0.063970655,1.248711253,,,,,,
PEV2,P,No_competitor,42,3,2,1,0.065570488,1.279940095,,,,,,
PEV2,P,No_competitor,42,3,3,2,0.09673541,1.888281354,,,,,,
PEV2,P,No_competitor,42,3,4,2,0.105141505,2.052368863,,,,,,
PEV2,P,No_competitor,42,3,5,3,0.048144742,0.939788425,,,,,,
PEV2,P,No_competitor,42,3,6,3,0.047482518,0.92686177,,,,,,
PEV2,P,No_competitor,37,4,1,1,18.7496687,365.9947251,,,,,,
PEV2,P,No_competitor,37,4,2,1,18.05320716,352.3997516,,,,,,
PEV2,P,No_competitor,37,4,3,2,16.18272599,315.8878402,,,,,,
PEV2,P,No_competitor,37,4,4,2,17.9601951,350.5841503,,,,,,
PEV2,P,No_competitor,37,4,5,3,13.16153074,256.9139169,,,,,,
PEV2,P,No_competitor,37,4,6,3,14.96063505,292.0325474,,,,,,
PEV2,P,No_competitor,40,4,1,1,17.78346885,347.1344426,,,,,,
PEV2,P,No_competitor,40,4,2,1,18.43113832,359.7769919,,,,,,
PEV2,P,No_competitor,40,4,3,2,13.3819848,261.2171941,,,,,,
PEV2,P,No_competitor,40,4,4,2,15.10079683,294.7685142,,,,,,
PEV2,P,No_competitor,40,4,5,3,15.59977902,304.5086783,,,,,,
PEV2,P,No_competitor,40,4,6,3,12.5520817,245.0174328,,,,,,
PEV2,P,No_competitor,42,4,1,1,0.073787198,1.440330796,,,,,,
PEV2,P,No_competitor,42,4,2,1,0.092086799,1.797540171,,,,,,
PEV2,P,No_competitor,42,4,3,2,0.084425419,1.647989547,,,,,,
PEV2,P,No_competitor,42,4,4,2,0.077219995,1.507339212,,,,,,
PEV2,P,No_competitor,42,4,5,3,0.046935111,0.916176351,,,,,,
PEV2,P,No_competitor,42,4,6,3,0.042265883,0.825032723,,,,,,
PEV2,P,No_competitor,37,5,1,1,15.7752784,307.9344374,0.867154578,,,,,
PEV2,P,No_competitor,37,5,2,1,19.02284322,371.3271091,1.045670648,,,,,
PEV2,P,No_competitor,37,5,3,2,20.17331043,393.7843022,1.10891092,,,,,
PEV2,P,No_competitor,37,5,4,2,21.9249303,427.9760334,1.205196079,,,,,
PEV2,P,No_competitor,37,5,5,3,13.46226476,262.784264,0.740010047,,,,,
PEV2,P,No_competitor,37,5,6,3,18.79338894,366.848147,1.033057727,,,,,
PEV2,P,No_competitor,40,5,1,1,20.67120026,403.5031434,1.128996686,,,,,
PEV2,P,No_competitor,40,5,2,1,21.25140194,414.828717,1.160685498,,,,,
PEV2,P,No_competitor,40,5,3,2,16.85296566,328.9709612,0.920456584,,,,,
PEV2,P,No_competitor,40,5,4,2,21.19548274,413.7371707,1.157631365,,,,,
PEV2,P,No_competitor,40,5,5,3,14.86890137,290.2419001,0.812093162,,,,,
PEV2,P,No_competitor,40,5,6,3,15.01617346,293.1166607,0.820136705,,,,,
PEV2,P,No_competitor,42,5,1,1,0.062000724,1.210258075,1.027250103,,,,,
PEV2,P,No_competitor,42,5,2,1,0.062148601,1.213144643,1.029700182,,,,,
PEV2,P,No_competitor,42,5,3,2,0.073802495,1.440629395,1.222786053,,,,,
PEV2,P,No_competitor,42,5,4,2,0.083960427,1.638912873,1.391086293,,,,,
PEV2,P,No_competitor,42,5,5,3,0.043967143,0.858241427,0.728463303,,,,,
PEV2,P,No_competitor,42,5,6,3,0.036256708,0.707733245,0.600714066,,,,,
PEV2,P14,phage14,37,0,0,1,0.04873903,0.951388964,,,,,,
PEV2,P14,phage14,37,0,0,1,0.045904223,0.896053352,,,,,,
PEV2,P14,phage14,37,0,0,2,0.069874614,1.363956908,,,,,,
PEV2,P14,phage14,40,0,0,2,0.04873903,0.951388964,,,,,,
PEV2,P14,phage14,40,0,0,3,0.045904223,0.896053352,,,,,,
PEV2,P14,phage14,40,0,0,3,0.069874614,1.363956908,,,,,,
PEV2,P14,phage14,42,0,0,1,0.04873903,0.951388964,,,,,,
PEV2,P14,phage14,42,0,0,1,0.045904223,0.896053352,,,,,,
PEV2,P14,phage14,42,0,0,2,0.069874614,1.363956908,,,,,,
PEV2,P14,phage14,37,2,1,1,9.320176893,181.9304455,,,,,,
PEV2,P14,phage14,37,2,2,1,11.2096703,218.813477,,,,,,
PEV2,P14,phage14,37,2,3,2,9.362106906,182.7489221,,,,,,
PEV2,P14,phage14,37,2,4,2,9.380174923,183.1016109,,,,,,
PEV2,P14,phage14,37,2,5,3,8.63492078,168.5542026,,,,,,
PEV2,P14,phage14,37,2,6,3,8.751452431,170.8289079,,,,,,
PEV2,P14,phage14,40,2,1,1,7.679931665,149.9127544,,,,,,
PEV2,P14,phage14,40,2,2,1,6.968566141,136.0268541,,,,,,
PEV2,P14,phage14,40,2,3,2,6.5327707,127.5200994,,,,,,
PEV2,P14,phage14,40,2,4,2,6.896128106,134.6128591,,,,,,
PEV2,P14,phage14,40,2,5,3,6.850919815,133.7303904,,,,,,
PEV2,P14,phage14,40,2,6,3,7.345039376,143.3756356,,,,,,
PEV2,P14,phage14,42,2,1,1,0.094920854,1.852861105,,,,,,
PEV2,P14,phage14,42,2,2,1,0.108098341,2.110086489,,,,,,
PEV2,P14,phage14,42,2,3,2,0.101622749,1.983682522,,,,,,
PEV2,P14,phage14,42,2,4,2,0.121959759,2.38066225,,,,,,
PEV2,P14,phage14,42,2,5,3,0.058965966,1.151019405,,,,,,
PEV2,P14,phage14,42,2,6,3,0.070203516,1.370377096,,,,,,
PEV2,P14,phage14,37,5,1,1,17.01049142,332.045874,0.935053261,,,,,
PEV2,P14,phage14,37,5,2,1,13.33243096,260.2499,0.732873186,,,,,
PEV2,P14,phage14,37,5,3,2,22.25290756,434.3781704,1.22322473,,,,,
PEV2,P14,phage14,37,5,4,2,21.15069029,412.8628192,1.162636718,,,,,
PEV2,P14,phage14,37,5,5,3,15.67835485,306.0424835,0.861826767,,,,,
PEV2,P14,phage14,37,5,6,3,12.25318709,239.1829911,0.673548004,,,,,
PEV2,P14,phage14,40,5,1,1,10.80328955,210.8808989,0.590042085,,,,,
PEV2,P14,phage14,40,5,2,1,8.774879103,171.286198,0.479256613,,,,,
PEV2,P14,phage14,40,5,3,2,12.58964227,245.7506176,0.687607116,,,,,
PEV2,P14,phage14,40,5,4,2,12.4514907,243.0538901,0.680061707,,,,,
PEV2,P14,phage14,40,5,5,3,12.62425397,246.4262401,0.6894975,,,,,
PEV2,P14,phage14,40,5,6,3,11.90939331,232.4721146,0.650454033,,,,,
PEV2,P14,phage14,42,5,1,1,0.070338197,1.373006078,1.165388329,,,,,
PEV2,P14,phage14,42,5,2,1,0.054150089,1.05701318,0.897177983,,,,,
PEV2,P14,phage14,42,5,3,2,0.082083164,1.60226858,1.35998313,,,,,
PEV2,P14,phage14,42,5,4,2,0.0806553,1.574396584,1.33632577,,,,,
PEV2,P14,phage14,42,5,5,3,0.039166354,0.76452972,0.648922119,,,,,
PEV2,P14,phage14,42,5,6,3,0.035568816,0.69430555,0.589316826,,,,,
PEV2,PL,LUZ19,37,0,0,2,0.051467544,1.004649731,,,,,,
PEV2,PL,LUZ19,37,0,0,3,0.04131903,0.806550093,,,,,,
PEV2,PL,LUZ19,37,0,0,3,0.060152603,1.174182635,,,,,,
PEV2,PL,LUZ19,40,0,0,1,0.051467544,1.004649731,,,,,,
PEV2,PL,LUZ19,40,0,0,1,0.04131903,0.806550093,,,,,,
PEV2,PL,LUZ19,40,0,0,2,0.060152603,1.174182635,,,,,,
PEV2,PL,LUZ19,42,0,0,2,0.051467544,1.004649731,,,,,,
PEV2,PL,LUZ19,42,0,0,3,0.04131903,0.806550093,,,,,,
PEV2,PL,LUZ19,42,0,0,3,0.060152603,1.174182635,,,,,,
PEV2,PL,LUZ19,37,2,1,1,10.14125057,197.9578559,,,,,,
PEV2,PL,LUZ19,37,2,2,1,9.618431735,187.752399,,,,,,
PEV2,PL,LUZ19,37,2,3,2,12.09233282,236.0431055,,,,,,
PEV2,PL,LUZ19,37,2,4,2,9.203770856,179.6581923,,,,,,
PEV2,PL,LUZ19,37,2,5,3,7.859693809,153.4217229,,,,,,
PEV2,PL,LUZ19,37,2,6,3,7.391115193,144.2750385,,,,,,
PEV2,PL,LUZ19,40,2,1,1,5.982737396,116.7834144,,,,,,
PEV2,PL,LUZ19,40,2,2,1,6.79745914,132.6868346,,,,,,
PEV2,PL,LUZ19,40,2,3,2,6.911774519,134.9182781,,,,,,
PEV2,PL,LUZ19,40,2,4,2,7.624017295,148.8213023,,,,,,
PEV2,PL,LUZ19,40,2,5,3,5.879985071,114.7776824,,,,,,
PEV2,PL,LUZ19,40,2,6,3,5.835733287,113.9138848,,,,,,
PEV2,PL,LUZ19,42,2,1,1,0.067655529,1.320640228,,,,,,
PEV2,PL,LUZ19,42,2,2,1,0.069113987,1.349109421,,,,,,
PEV2,PL,LUZ19,42,2,3,2,0.109329623,2.134121192,,,,,,
PEV2,PL,LUZ19,42,2,4,2,0.104183799,2.033674381,,,,,,
PEV2,PL,LUZ19,42,2,5,3,0.04713306,0.920040328,,,,,,
PEV2,PL,LUZ19,42,2,6,3,0.05275292,1.029740352,,,,,,
PEV2,PL,LUZ19,37,5,1,1,10.61761108,207.2564434,0.583641684,,,,,
PEV2,PL,LUZ19,37,5,2,1,11.11272231,216.921046,0.610857557,,,,,
PEV2,PL,LUZ19,37,5,3,2,16.70994644,326.1792169,0.918532541,,,,,
PEV2,PL,LUZ19,37,5,4,2,14.70898897,287.1203999,0.808541491,,,,,
PEV2,PL,LUZ19,37,5,5,3,13.76854571,268.7628877,0.756846069,,,,,
PEV2,PL,LUZ19,37,5,6,3,12.55322714,245.0397919,0.690040968,,,,,
PEV2,PL,LUZ19,40,5,1,1,15.96275371,311.5939673,0.871835975,,,,,
PEV2,PL,LUZ19,40,5,2,1,16.51527503,322.3792186,0.902012972,,,,,
PEV2,PL,LUZ19,40,5,3,2,13.5733934,264.9535022,0.741336544,,,,,
PEV2,PL,LUZ19,40,5,4,2,15.84823127,309.358482,0.865581116,,,,,
PEV2,PL,LUZ19,40,5,5,3,11.912588,232.5344752,0.650628517,,,,,
PEV2,PL,LUZ19,40,5,6,3,9.125220399,178.1248824,0.498391166,,,,,
PEV2,PL,LUZ19,42,5,1,1,0.054671555,1.06719223,0.905817818,,,,,
PEV2,PL,LUZ19,42,5,2,1,0.183286582,3.577765734,3.036757446,,,,,
PEV2,PL,LUZ19,42,5,3,2,0.076078967,1.485066273,1.260503453,,,,,
PEV2,PL,LUZ19,42,5,4,2,0.073188572,1.428645579,1.212614358,,,,,
PEV2,PL,LUZ19,42,5,5,3,0.034090199,0.665442852,0.564818573,,,,,
PEV2,PL,LUZ19,42,5,6,3,0.032302099,0.630539026,0.535192694,,,,,
phage14,3P,3P,37,0,0,1,0.071537712,1.009914699,,,,,,
phage14,3P,3P,37,0,0,2,0.070870636,1.00049743,,,,,,
phage14,3P,3P,37,0,0,3,0.070097853,0.989587871,,,,,,
phage14,3P,3P,40,0,0,1,0.071537712,1.009914699,,,,,,
phage14,3P,3P,40,0,0,2,0.070870636,1.00049743,,,,,,
phage14,3P,3P,40,0,0,3,0.070097853,0.989587871,,,,,,
phage14,3P,3P,42,0,0,1,0.071537712,1.009914699,,,,,,
phage14,3P,3P,42,0,0,2,0.070870636,1.00049743,,,,,,
phage14,3P,3P,42,0,0,3,0.070097853,0.989587871,,,,,,
phage14,3P,3P,37,2,1,1,1.958538511,27.64914861,,,,,,
phage14,3P,3P,37,2,2,1,1.646691733,23.24673433,,,,,,
phage14,3P,3P,37,2,3,2,1.219049815,17.20961284,,,,,,
phage14,3P,3P,37,2,4,2,1.191829254,16.82533378,,,,,,
phage14,3P,3P,37,2,5,3,1.08723349,15.34873079,,,,,,
phage14,3P,3P,37,2,6,3,1.223186406,17.26801007,,,,,,
phage14,3P,3P,40,2,1,1,3.496325183,49.3584446,,,,,,
phage14,3P,3P,40,2,2,1,2.594167619,36.62247417,,,,,,
phage14,3P,3P,40,2,3,2,1.689626809,23.8528589,,,,,,
phage14,3P,3P,40,2,4,2,1.824663674,25.75920607,,,,,,
phage14,3P,3P,40,2,5,3,1.956876817,27.62569009,,,,,,
phage14,3P,3P,40,2,6,3,1.636004798,23.09586436,,,,,,
phage14,3P,3P,42,2,1,1,0.362814073,5.121931567,,,,,,
phage14,3P,3P,42,2,2,1,0.292808784,4.133650443,,,,,,
phage14,3P,3P,42,2,3,2,0.386319284,5.453760156,,,,,,
phage14,3P,3P,42,2,4,2,0.336317052,4.747866892,,,,,,
phage14,3P,3P,42,2,5,3,0.38474735,5.431568795,,,,,,
phage14,3P,3P,42,2,6,3,0.436988601,6.169070817,,,,,,
phage14,3P,3P,37,5,1,1,23.6432966,333.7779767,0.074210631,,,,,
phage14,3P,3P,37,5,2,1,17.4773863,246.7323714,0.054857319,,,,,
phage14,3P,3P,37,5,3,2,12.30863101,173.7638377,0.038633837,,,,,
phage14,3P,3P,37,5,4,2,13.06513863,184.4436337,0.041008333,,,,,
phage14,3P,3P,37,5,5,3,15.34547114,216.6356238,0.048165749,,,,,
phage14,3P,3P,37,5,6,3,15.14393632,213.7905094,0.04753318,,,,,
phage14,3P,3P,40,5,1,1,38.72997018,546.7600945,0.200688958,,,,,
phage14,3P,3P,40,5,2,1,41.21821876,581.8872847,0.213582436,,,,,
phage14,3P,3P,40,5,3,2,54.68257115,771.9667129,0.283351321,,,,,
phage14,3P,3P,40,5,4,2,48.59996974,686.0971987,0.251832811,,,,,
phage14,3P,3P,40,5,5,3,30.72131104,433.6999706,0.159190102,,,,,
phage14,3P,3P,40,5,6,3,29.9701486,423.0956338,0.155297767,,,,,
phage14,3P,3P,42,5,1,1,2.034775249,28.72540057,0.704999392,,,,,
phage14,3P,3P,42,5,2,1,1.705993732,24.0839146,0.591084712,,,,,
phage14,3P,3P,42,5,3,2,2.052221147,28.97168841,0.711043964,,,,,
phage14,3P,3P,42,5,4,2,1.711779832,24.16559833,0.593089453,,,,,
phage14,3P,3P,42,5,5,3,2.74782229,38.79165328,0.952052588,,,,,
phage14,3P,3P,42,5,6,3,2.153791028,30.4055743,0.746235421,,,,,
phage14,L14,LUZ19,37,0,0,1,0.070383288,0.993617424,,,,,,
phage14,L14,LUZ19,37,0,0,2,0.057872181,0.816995185,,,,,,
phage14,L14,LUZ19,37,0,0,3,0.064181753,0.906068896,,,,,,
phage14,L14,LUZ19,40,0,0,1,0.070383288,0.993617424,,,,,,
phage14,L14,LUZ19,40,0,0,2,0.057872181,0.816995185,,,,,,
phage14,L14,LUZ19,40,0,0,3,0.064181753,0.906068896,,,,,,
phage14,L14,LUZ19,42,0,0,1,0.070383288,0.993617424,,,,,,
phage14,L14,LUZ19,42,0,0,2,0.057872181,0.816995185,,,,,,
phage14,L14,LUZ19,42,0,0,3,0.064181753,0.906068896,,,,,,
phage14,L14,LUZ19,37,2,1,1,1.423555599,20.09666907,,,,,,
phage14,L14,LUZ19,37,2,2,1,1.364636293,19.26489138,,,,,,
phage14,L14,LUZ19,37,2,3,2,1.676198435,23.66328738,,,,,,
phage14,L14,LUZ19,37,2,4,2,2.060575286,29.08962576,,,,,,
phage14,L14,LUZ19,37,2,5,3,1.083842684,15.30086198,,,,,,
phage14,L14,LUZ19,37,2,6,3,1.151372752,16.25419983,,,,,,
phage14,L14,LUZ19,40,2,1,1,2.861970435,40.40310948,,,,,,
phage14,L14,LUZ19,40,2,2,1,3.456051811,48.78989594,,,,,,
phage14,L14,LUZ19,40,2,3,2,2.907935641,41.0520111,,,,,,
phage14,L14,LUZ19,40,2,4,2,2.362726468,33.35516503,,,,,,
phage14,L14,LUZ19,40,2,5,3,1.314391491,18.55557369,,,,,,
phage14,L14,LUZ19,40,2,6,3,1.507924683,21.28772726,,,,,,
phage14,L14,LUZ19,42,2,1,1,0.227296394,3.208796632,,,,,,
phage14,L14,LUZ19,42,2,2,1,0.24074357,3.398633577,,,,,,
phage14,L14,LUZ19,42,2,3,2,0.450183602,6.355347748,,,,,,
phage14,L14,LUZ19,42,2,4,2,0.40156291,5.668958008,,,,,,
phage14,L14,LUZ19,42,2,5,3,0.36282608,5.122101072,,,,,,
phage14,L14,LUZ19,42,2,6,3,0.372146156,5.253674776,,,,,,
phage14,L14,LUZ19,37,5,1,1,103.9412186,1467.36262,0.326246526,,,,,
phage14,L14,LUZ19,37,5,2,1,90.19780678,1273.343644,0.283109257,,,,,
phage14,L14,LUZ19,37,5,3,2,261.8249496,3696.244369,0.821805646,,,,,
phage14,L14,LUZ19,37,5,4,2,228.5198683,3226.068706,0.717268993,,,,,
phage14,L14,LUZ19,37,5,5,3,152.2149621,2148.854406,0.477766215,,,,,
phage14,L14,LUZ19,37,5,6,3,144.8139496,2044.372572,0.454536214,,,,,
phage14,L14,LUZ19,40,5,1,1,88.38711442,1247.781674,0.457999781,,,,,
phage14,L14,LUZ19,40,5,2,1,89.68876046,1266.157317,0.464744584,,,,,
phage14,L14,LUZ19,40,5,3,2,183.3449821,2588.324217,0.950047552,,,,,
phage14,L14,LUZ19,40,5,4,2,180.6569931,2550.377244,0.93611907,,,,,
phage14,L14,LUZ19,40,5,5,3,89.23096224,1259.694472,0.462372388,,,,,
phage14,L14,LUZ19,40,5,6,3,110.7840433,1563.964385,0.57405503,,,,,
phage14,L14,LUZ19,42,5,1,1,1.673157815,23.62036224,0.579707878,,,,,
phage14,L14,LUZ19,42,5,2,1,1.708689444,24.1219706,0.59201871,,,,,
phage14,L14,LUZ19,42,5,3,2,1.441222316,20.34607427,0.499347953,,,,,
phage14,L14,LUZ19,42,5,4,2,1.698305266,23.97537471,0.588420849,,,,,
phage14,L14,LUZ19,42,5,5,3,1.404926468,19.83367725,0.486772338,,,,,
phage14,L14,LUZ19,42,5,6,3,1.402355837,19.79738705,0.485881678,,,,,
phage14,P14,PEV2,37,0,0,1,0.080482423,1.136189287,,,,,,
phage14,P14,PEV2,37,0,0,2,0.066070437,0.932731892,,,,,,
phage14,P14,PEV2,37,0,0,3,0.054593668,0.770711646,,,,,,
phage14,P14,PEV2,40,0,0,1,0.080482423,1.136189287,,,,,,
phage14,P14,PEV2,40,0,0,2,0.066070437,0.932731892,,,,,,
phage14,P14,PEV2,40,0,0,3,0.054593668,0.770711646,,,,,,
phage14,P14,PEV2,42,0,0,1,0.080482423,1.136189287,,,,,,
phage14,P14,PEV2,42,0,0,2,0.066070437,0.932731892,,,,,,
phage14,P14,PEV2,42,0,0,3,0.054593668,0.770711646,,,,,,
phage14,P14,PEV2,37,2,1,1,2.570846306,36.29324171,,,,,,
phage14,P14,PEV2,37,2,2,1,3.118921548,44.03054876,,,,,,
phage14,P14,PEV2,37,2,3,2,1.554202587,21.94104332,,,,,,
phage14,P14,PEV2,37,2,4,2,1.727067866,24.3814231,,,,,,
phage14,P14,PEV2,37,2,5,3,1.870551007,26.40700833,,,,,,
phage14,P14,PEV2,37,2,6,3,1.574135257,22.2224375,,,,,,
phage14,P14,PEV2,40,2,1,1,3.181821848,44.91852708,,,,,,
phage14,P14,PEV2,40,2,2,1,2.686132015,37.92075717,,,,,,
phage14,P14,PEV2,40,2,3,2,2.670861357,37.7051777,,,,,,
phage14,P14,PEV2,40,2,4,2,2.798049032,39.50071601,,,,,,
phage14,P14,PEV2,40,2,5,3,1.812036271,25.58094205,,,,,,
phage14,P14,PEV2,40,2,6,3,0.24649503,3.47982829,,,,,,
phage14,P14,PEV2,42,2,1,1,0.341866881,4.826215132,,,,,,
phage14,P14,PEV2,42,2,2,1,0.371351475,5.242456078,,,,,,
phage14,P14,PEV2,42,2,3,2,0.282357459,3.986106631,,,,,,
phage14,P14,PEV2,42,2,4,2,0.331466075,4.679384509,,,,,,
phage14,P14,PEV2,42,2,5,3,0.496754598,7.012801448,,,,,,
phage14,P14,PEV2,42,2,6,3,0.413942107,5.843718043,,,,,,
phage14,P14,PEV2,37,5,1,1,24.21099313,341.7922821,0.075992494,,,,,
phage14,P14,PEV2,37,5,2,1,22.13153794,312.4361243,0.069465583,,,,,
phage14,P14,PEV2,37,5,3,2,33.17171867,468.2929512,0.104118059,,,,,
phage14,P14,PEV2,37,5,4,2,29.87814778,421.7968366,0.093780331,,,,,
phage14,P14,PEV2,37,5,5,3,36.01962712,508.4975443,0.11305696,,,,,
phage14,P14,PEV2,37,5,6,3,31.53725981,445.2189112,0.098987886,,,,,
phage14,P14,PEV2,40,5,1,1,65.96417435,931.2317576,0.341809749,,,,,
phage14,P14,PEV2,40,5,2,1,65.38348016,923.0339612,0.338800738,,,,,
phage14,P14,PEV2,40,5,3,2,79.17961257,1117.797206,0.410288824,,,,,
phage14,P14,PEV2,40,5,4,2,82.22460907,1160.784137,0.42606723,,,,,
phage14,P14,PEV2,40,5,5,3,74.09321067,1045.991274,0.38393237,,,,,
phage14,P14,PEV2,40,5,6,3,59.89849279,845.6011049,0.310378914,,,,,
phage14,P14,PEV2,42,5,1,1,3.115963116,43.98878388,1.079604296,,,,,
phage14,P14,PEV2,42,5,2,1,4.216387583,59.52373479,1.460874208,,,,,
phage14,P14,PEV2,42,5,3,2,2.968880432,41.91238305,1.028643777,,,,,
phage14,P14,PEV2,42,5,4,2,2.329328374,32.88367628,0.807054778,,,,,
phage14,P14,PEV2,42,5,5,3,2.298053288,32.44215854,0.796218733,,,,,
phage14,P14,PEV2,42,5,6,3,2.212105714,31.22881643,0.76644002,,,,,
phage14,phage14,No_competitor,37,0,0,1,0.084320922,1.19037828,,,,,,
phage14,phage14,No_competitor,37,0,0,2,0.051709862,0.730000279,,,,,,
phage14,phage14,No_competitor,37,0,0,3,0.065060468,0.918473923,,,,,,
phage14,phage14,No_competitor,40,0,0,1,0.084320922,1.19037828,,,,,,
phage14,phage14,No_competitor,40,0,0,2,0.051709862,0.730000279,,,,,,
phage14,phage14,No_competitor,40,0,0,3,0.065060468,0.918473923,,,,,,
phage14,phage14,No_competitor,42,0,0,1,0.084320922,1.19037828,,,,,,
phage14,phage14,No_competitor,42,0,0,2,0.051709862,0.730000279,,,,,,
phage14,phage14,No_competitor,42,0,0,3,0.065060468,0.918473923,,,,,,
phage14,phage14,No_competitor,37,1,1,1,0.168586852,2.379980225,,,,,,
phage14,phage14,No_competitor,37,1,2,1,0.2019579,2.851087155,,,,,,
phage14,phage14,No_competitor,37,1,3,2,0.162720111,2.297158063,,,,,,
phage14,phage14,No_competitor,37,1,4,2,0.143918443,2.031730495,,,,,,
phage14,phage14,No_competitor,37,1,5,3,0.197070986,2.782097441,,,,,,
phage14,phage14,No_competitor,37,1,6,3,0.196383521,2.772392336,,,,,,
phage14,phage14,No_competitor,40,1,1,1,0.209090647,2.951781821,,,,,,
phage14,phage14,No_competitor,40,1,2,1,0.225437127,3.182548922,,,,,,
phage14,phage14,No_competitor,40,1,3,2,0.182556136,2.577187891,,,,,,
phage14,phage14,No_competitor,40,1,4,2,0.172853526,2.440213865,,,,,,
phage14,phage14,No_competitor,40,1,5,3,0.228805256,3.230097591,,,,,,
phage14,phage14,No_competitor,40,1,6,3,0.212977746,3.006656912,,,,,,
phage14,phage14,No_competitor,42,1,1,1,0.258196416,3.645019507,,,,,,
phage14,phage14,No_competitor,42,1,2,1,0.252014438,3.55774707,,,,,,
phage14,phage14,No_competitor,42,1,3,2,0.225804492,3.1877351,,,,,,
phage14,phage14,No_competitor,42,1,4,2,0.2229529,3.147478506,,,,,,
phage14,phage14,No_competitor,42,1,5,3,0.384796274,5.432259466,,,,,,
phage14,phage14,No_competitor,42,1,6,3,0.343163712,4.844522801,,,,,,
phage14,phage14,No_competitor,37,2,1,1,1.890447639,26.68789377,,,,,,
phage14,phage14,No_competitor,37,2,2,1,1.787718995,25.23764935,,,,,,
phage14,phage14,No_competitor,37,2,3,2,2.444232385,34.50580322,,,,,,
phage14,phage14,No_competitor,37,2,4,2,2.355006274,33.24617724,,,,,,
phage14,phage14,No_competitor,37,2,5,3,3.26474911,46.08923073,,,,,,
phage14,phage14,No_competitor,37,2,6,3,3.412697954,48.17785935,,,,,,
phage14,phage14,No_competitor,40,2,1,1,1.89568194,26.76178762,,,,,,
phage14,phage14,No_competitor,40,2,2,1,2.219275351,31.33003188,,,,,,
phage14,phage14,No_competitor,40,2,3,2,3.324250818,46.92923033,,,,,,
phage14,phage14,No_competitor,40,2,4,2,4.116036818,58.10705945,,,,,,
phage14,phage14,No_competitor,40,2,5,3,3.46501008,48.91636193,,,,,,
phage14,phage14,No_competitor,40,2,6,3,4.2935524,60.61308865,,,,,,
phage14,phage14,No_competitor,42,2,1,1,0.297757535,4.203513125,,,,,,
phage14,phage14,No_competitor,42,2,2,1,0.238850267,3.371905373,,,,,,
phage14,phage14,No_competitor,42,2,3,2,0.346572989,4.892652365,,,,,,
phage14,phage14,No_competitor,42,2,4,2,0.298931429,4.220085262,,,,,,
phage14,phage14,No_competitor,42,2,5,3,0.550931193,7.777625176,,,,,,
phage14,phage14,No_competitor,42,2,6,3,0.526196041,7.42843322,,,,,,
phage14,phage14,No_competitor,37,3,1,1,150.437977,2123.768289,,,,,,
phage14,phage14,No_competitor,37,3,2,1,141.4166477,1996.412063,,,,,,
phage14,phage14,No_competitor,37,3,3,2,204.5574956,2887.786257,,,,,,
phage14,phage14,No_competitor,37,3,4,2,170.735225,2410.309311,,,,,,
phage14,phage14,No_competitor,37,3,5,3,122.645447,1731.414609,,,,,,
phage14,phage14,No_competitor,37,3,6,3,121.612017,1716.825435,,,,,,
phage14,phage14,No_competitor,40,3,1,1,79.23564324,1118.588204,,,,,,
phage14,phage14,No_competitor,40,3,2,1,106.0088285,1496.551555,,,,,,
phage14,phage14,No_competitor,40,3,3,2,141.8592429,2002.660283,,,,,,
phage14,phage14,No_competitor,40,3,4,2,117.8280545,1663.406347,,,,,,
phage14,phage14,No_competitor,40,3,5,3,107.2997378,1514.775625,,,,,,
phage14,phage14,No_competitor,40,3,6,3,106.9617146,1510.003672,,,,,,
phage14,phage14,No_competitor,42,3,1,1,1.824400431,25.7554898,,,,,,
phage14,phage14,No_competitor,42,3,2,1,1.229388983,17.3555733,,,,,,
phage14,phage14,No_competitor,42,3,3,2,0.833591743,11.76801061,,,,,,
phage14,phage14,No_competitor,42,3,4,2,0.766335569,10.81853939,,,,,,
phage14,phage14,No_competitor,42,3,5,3,0.757417493,10.69264082,,,,,,
phage14,phage14,No_competitor,42,3,6,3,0.926646321,13.08168397,,,,,,
phage14,phage14,No_competitor,37,4,1,1,191.3630567,2701.517261,,,,,,
phage14,phage14,No_competitor,37,4,2,1,193.2147987,2727.658738,,,,,,
phage14,phage14,No_competitor,37,4,3,2,332.1890802,4689.591343,,,,,,
phage14,phage14,No_competitor,37,4,4,2,264.6795552,3736.543507,,,,,,
